,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,under-five deaths ,Total expenditure,GDP,Income composition of resources
2209,72.0,153.0,0,3.52,40.22855669,0,4.68,287.963899,0.677
2210,71.6,16.0,0,3.63,287.4671305,0,4.47,2571.262348,0.671
2211,71.4,162.0,0,3.62,310.6117683,0,4.45,2351.33814,0.665
2212,79.0,169.0,0,4.17,24.99717134,0,4.71,197.29417,0.659
2213,76.0,174.0,0,3.3,208.1688437,0,5.1,1631.41727,0.653
2214,75.0,175.0,0,3.43,199.4118322,0,5.16,1555.47451,0.645
2215,72.0,18.0,0,3.0,21.2543002,0,5.31,154.68923,0.64
2218,67.3,191.0,0,0.01,225.7307751,0,8.35,1821.878734,0.562
2219,67.1,192.0,0,0.01,200.6600988,0,9.76,1619.532678,0.559
2220,66.9,194.0,0,0.01,8.198047581,0,8.6,138.949959,0.553
2221,66.6,198.0,0,5.69,7.495401346,0,5.44,134.326189,0.546
2222,66.2,24.0,0,5.58,63.04032682,0,5.24,1129.754961,0.542
2223,65.8,21.0,0,4.13,11.13608747,0,6.65,199.57146,0.533
2224,65.4,215.0,0,4.36,62.8565863,0,5.66,1126.46212,0.531
2225,65.1,217.0,0,4.14,49.93698173,0,7.44,894.927988,0.527
2226,64.7,22.0,0,5.46,47.08931143,0,7.84,843.89447,0.521
2227,64.3,222.0,0,5.27,10.8139134,0,1.4,81.86157,0.514
2228,63.8,224.0,0,5.78,9.013493879,0,9.94,693.345683,0.509
2229,63.4,225.0,0,6.54,86.42744056,0,11.12,649.342153,0.504
2230,63.1,226.0,0,5.8,50.80181435,0,1.21,555.8185378,0.501
2231,62.8,225.0,0,5.02,3.841228575,0,1.28,51.216381,0.497
2234,74.4,88.0,7,0.09,2017.643131,9,4.68,24575.434,0.841
2235,74.3,89.0,8,0.09,2047.113102,9,4.25,24934.38614,0.83
2236,74.1,9.0,8,0.09,196.3808305,9,3.86,2533.9462,0.818
2237,73.9,92.0,8,0.09,173.5755595,9,3.57,2377.74739,0.804
2238,73.7,94.0,8,0.09,1197.946328,9,3.49,19259.58726,0.792
2239,73.4,97.0,8,0.09,117.9227998,10,4.9,1694.2931,0.787
2240,73.3,98.0,9,0.09,15.50666857,10,2.87,237.83234,0.779
2241,73.2,99.0,9,0.1,1307.89002,10,3.49,16472.1665,0.773
2242,73.2,1.0,9,0.08,1395.454965,10,3.55,15334.66994,0.767
2243,73.1,11.0,9,0.05,1117.048134,10,3.42,13739.82945,0.761
2244,73.1,12.0,9,0.06,816.4795082,11,3.58,11138.8746,0.754
2245,73.0,13.0,9,0.05,832.3688708,11,4.2,9567.458285,0.747
2246,72.9,15.0,10,0.05,688.0972667,11,4.28,8655.311531,0.745
2247,72.8,17.0,10,0.05,710.4952397,12,4.49,8643.4944,0.742
2248,72.6,11.0,10,0.05,782.1799815,12,4.24,9126.954277,0.737
2250,66.4,192.0,19,0.26,12.80528533,27,4.66,152.443873,0.483
2251,66.0,196.0,20,0.26,11.8385319,28,4.51,148.912351,0.474
2252,65.6,2.0,20,0.28,10.20659464,29,4.31,136.4518,0.463
2253,64.9,26.0,20,0.32,1.431051664,31,4.42,18.25321,0.455
2254,64.3,212.0,21,0.28,1.020071763,32,4.62,11.631377,0.449
2255,63.5,219.0,21,0.3,1.177477677,33,4.81,12.566464,0.444
2256,62.8,225.0,22,0.28,1.08833088,34,4.94,11.33678,0.435
2257,62.1,23.0,22,0.32,8.309152927,36,4.72,95.3978522,0.425
2258,61.3,236.0,23,0.34,10.43022617,38,5.44,89.838296,0.422
2259,65.0,242.0,23,0.33,96.03725103,40,5.35,773.8698713,0.415
2260,59.7,247.0,24,0.35,66.02236299,42,5.68,733.581811,0.408
2261,59.0,251.0,25,0.33,62.21977893,44,5.4,642.7663113,0.401
2262,58.4,252.0,25,0.36,49.73511396,47,5.6,513.26227,0.397
2263,57.9,251.0,26,0.34,6.064221202,49,4.98,481.287397,0.381
2264,57.5,25.0,27,0.29,5.397368532,50,4.63,473.45338,0.378
2266,75.4,123.0,1,9.09,8.617208431,1,1.37,62.173221,0.771
2267,75.3,122.0,1,9.16,880.6403367,1,1.12,6353.826383,0.766
2268,74.9,126.0,1,9.38,742.5109709,1,9.89,5659.3824,0.767
2269,74.6,127.0,1,9.56,915.3190791,1,9.72,6423.291783,0.757
2270,74.4,128.0,1,9.65,774.4396617,1,1.9,5411.87744,0.755
2271,74.1,131.0,1,9.85,820.8109098,1,9.9,5821.35397,0.754
2272,74.0,132.0,1,9.54,96.33237912,1,1.5,671.773913,0.749
2273,73.8,132.0,1,9.3,772.8700353,1,1.2,5458.121718,0.743
2274,73.6,133.0,1,8.58,541.8243468,1,8.99,4129.758741,0.739
2275,73.0,135.0,1,9.6,503.1115947,1,8.7,3528.1318,0.73
2276,73.0,134.0,1,7.42,462.7076756,1,8.24,3331.228766,0.72
2277,73.0,134.0,1,7.25,389.7515212,1,8.13,2832.49652,0.715
2278,72.9,133.0,1,6.95,292.6142378,1,8.9,2149.9944,0.715
2279,73.1,135.0,1,7.53,222.5065705,1,6.89,1634.87561,0.709
2280,72.6,141.0,1,7.38,11.85928108,2,6.53,87.1365252,0.702
2282,73.0,17.0,0,0.01,151.1045552,0,3.37,1557.77892,0.766
2283,72.9,172.0,0,0.01,1521.672751,0,3.58,15687.34795,0.762
2284,72.7,174.0,0,0.01,177.2633961,0,4.8,12845.17363,0.755
2285,72.6,177.0,0,9.72,1121.475547,0,3.38,12189.9516,0.744
2286,72.4,18.0,0,6.51,16.49232317,0,3.59,184.68447,0.74
2287,72.3,182.0,0,4.94,75.2256582,0,2.64,976.9566,0.739
2288,72.2,184.0,0,6.33,701.8526364,0,2.64,11122.8627,0.739
2289,72.2,185.0,0,8.12,916.4741775,0,3.3,12154.82994,0.733
2290,72.2,185.0,0,8.12,102.373909,0,3.73,1214.39987,0.728
2291,72.2,185.0,0,7.82,21.4653132,0,3.91,1192.5174,0.712
2292,72.1,186.0,0,7.91,12.94324581,0,4.17,1176.65871,0.715
2293,72.1,185.0,0,7.41,843.1186662,0,4.64,8524.961236,0.713
2294,72.1,186.0,0,11.15,562.3601848,0,4.21,8331.261997,0.712
2295,72.0,187.0,0,6.72,643.7035752,0,4.45,7663.1378,0.714
2296,71.8,188.0,0,8.24,601.7608115,0,4.62,7578.85153,0.0
2298,48.1,463.0,23,0.01,1.443286353,32,11.9,78.4394757,0.426
2299,54.0,47.0,23,0.01,1.321464076,33,11.59,71.8186998,0.413
2300,49.7,411.0,25,0.01,54.56033696,35,11.24,561.8984239,0.401
2301,48.9,418.0,26,3.78,54.6659175,38,11.98,445.525,0.392
2302,48.1,424.0,27,3.84,5.347717533,40,1.32,45.128418,0.384
2303,47.1,433.0,28,3.97,49.8371267,42,13.13,394.5932439,0.375
2304,46.2,441.0,29,3.91,5.379606465,44,1.29,46.3759178,0.367
2305,45.3,45.0,29,3.86,45.57108889,45,1.12,358.8274716,0.357
2306,44.3,464.0,30,3.8,38.00075788,46,1.68,322.313468,0.348
2307,43.3,48.0,30,3.83,42.08892911,47,12.25,287.6891942,0.341
2308,42.3,496.0,30,3.99,38.52454761,47,11.66,263.145817,0.332
2309,41.5,57.0,30,4.07,38.61473209,47,11.69,263.7618312,0.322
2310,48.0,513.0,30,4.06,36.59114895,48,11.96,249.939542,0.306
2311,41.0,519.0,30,4.21,33.34691455,48,11.83,227.779471,0.302
2312,39.0,533.0,29,3.97,20.39568283,48,13.63,139.3147734,0.292
2362,68.8,183.0,0,0.01,3.718438799,0,5.5,29.652622,0.512
2363,68.8,182.0,0,0.01,24.73328608,0,5.42,188.5159,0.509
2364,68.7,184.0,0,0.01,247.9492284,0,5.48,1858.689868,0.505
2365,68.5,186.0,0,0.99,229.6687488,0,5.8,1642.837974,0.497
2366,68.3,188.0,0,1.1,29.5207994,0,7.47,1272.44825,0.492
2367,68.1,192.0,0,1.21,244.3976438,0,7.92,1158.282672,0.494
2368,68.0,193.0,0,1.09,19.74929219,0,5.97,125.79167,0.489
2369,67.6,2.0,0,0.85,28.90135229,0,6.42,146.931125,0.482
2370,67.6,2.0,0,0.99,240.4851202,0,6.66,948.6592511,0.47
2371,67.4,24.0,0,0.9,25.31155956,0,7.83,88.874858,0.465
2372,67.1,29.0,0,1.18,195.5259417,0,5.64,818.442619,0.459
2373,66.8,215.0,0,1.18,16.83170578,0,6.0,744.7657423,0.453
2374,66.5,22.0,0,1.08,156.2847968,0,6.9,784.9562874,0.446
2375,66.2,227.0,0,0.7,325.1114746,0,6.44,944.81684,0.442
2376,65.8,235.0,0,0.71,4.24926073,0,4.56,154.518572,0.455
2394,62.0,347.0,42,7.38,922.0507313,52,8.8,6479.625659,0.66
2395,69.0,371.0,43,7.34,978.5905287,54,8.78,6876.953821,0.652
2396,59.2,48.0,43,7.38,1089.954838,56,8.79,7548.163698,0.644
2397,58.9,413.0,43,7.38,123.753335,58,8.61,849.954224,0.638
2398,58.0,428.0,43,7.28,1038.885632,62,8.5,7362.76139,0.63
2399,56.5,449.0,46,7.6,782.5987144,70,8.39,5888.6284,0.622
2400,55.3,473.0,50,8.19,780.0336423,75,7.75,5786.59972,0.616
2401,54.5,486.0,51,8.48,805.490079,79,7.53,6125.39984,0.612
2402,54.0,496.0,54,8.5,732.1255305,82,7.57,5631.73485,0.609
2403,53.8,498.0,55,8.69,709.3170967,84,7.77,5414.634326,0.609
2404,53.7,497.0,55,6.96,622.043809,83,7.93,4863.51688,0.611
2405,54.0,485.0,55,6.93,519.1563781,82,8.26,3775.68275,0.613
2406,54.9,459.0,54,7.04,346.5316007,79,8.9,2518.398261,0.62
2407,56.0,429.0,52,7.38,365.2585722,76,8.31,2681.781,0.629
2408,57.3,397.0,51,7.3,45.96380839,73,8.7,337.2253,0.635
2410,56.6,343.0,26,,46.0744686,39,2.74,1151.861715,0.421
2411,56.4,345.0,26,,47.44453,40,2.62,1186.11325,0.417
2412,56.0,347.0,26,,38.3382324,40,2.77,958.45581,0.419
2442,74.7,141.0,3,2.37,42.7308283,3,3.5,382.54994,0.76
2443,74.6,142.0,3,2.56,41.62053588,3,3.68,361.289374,0.757
2444,74.5,143.0,3,2.8,20.76877311,4,3.21,335.521375,0.752
2445,74.5,141.0,3,3.03,20.83302367,4,3.28,322.992615,0.746
2446,74.5,138.0,3,2.31,191.7267589,4,3.43,2819.511161,0.739
2447,71.8,183.0,4,2.05,13.39092189,4,3.37,216.681584,0.735
2448,72.3,172.0,4,2.1,17.81424344,4,3.44,254.489192,0.731
2449,73.7,146.0,4,2.29,127.6377505,5,3.76,1644.816372,0.725
2450,73.8,145.0,4,1.96,120.2471713,5,4.6,1448.7611,0.718
2451,74.2,138.0,4,1.97,97.76637062,5,4.6,1259.87591,0.712
2452,69.1,197.0,6,1.56,15.35342268,10,4.28,174.6692,0.705
2453,73.9,146.0,5,1.69,72.4280894,5,3.95,989.4547732,0.697
2454,73.7,149.0,5,1.62,59.63595674,5,3.89,873.1472436,0.699
2455,72.7,16.0,5,1.68,53.61278637,6,3.81,837.699787,0.686
2456,71.5,175.0,5,1.45,60.4909815,6,3.77,875.412178,0.677
2458,63.8,229.0,59,0.01,253.6086508,86,8.43,2176.89829,0.485
2459,63.5,232.0,60,0.01,227.8353208,88,8.42,1955.66799,0.478
2460,63.2,235.0,61,0.01,220.522192,89,8.2,1892.894352,0.468
2461,62.7,241.0,61,2.12,196.6892153,91,8.3,1666.857757,0.463
2462,62.5,243.0,62,1.77,172.0097884,92,7.97,1476.47887,0.461
2463,62.0,248.0,63,1.99,17.0536929,94,8.4,1226.884381,0.456
2464,61.8,251.0,64,2.01,128.6362711,95,8.17,1291.528826,0.444
2465,61.4,254.0,65,2.01,86.13166944,97,4.72,1115.6952,0.44
2466,61.0,26.0,66,1.9,60.3368571,99,3.93,893.8793645,0.43
2467,67.0,261.0,66,1.55,37.59039592,101,3.18,679.7539949,0.423
2468,59.7,278.0,68,1.59,37.04479956,102,3.39,565.569459,0.415
2469,59.6,278.0,69,1.74,35.35264737,104,3.18,477.738478,0.409
2470,59.4,277.0,70,1.59,30.62287548,106,2.95,412.1517561,0.403
2471,58.9,283.0,71,1.81,28.88069657,108,2.96,377.5254454,0.399
2472,58.6,284.0,71,1.76,30.86000992,109,3.23,361.35843,0.394
2474,71.4,178.0,0,6.32,1132.432517,0,5.69,9564.46383,0.722
2475,71.2,179.0,0,6.02,1122.972967,0,5.96,9484.56898,0.719
2476,71.3,178.0,0,5.73,1168.324095,0,6.9,9272.413453,0.708
2477,76.0,187.0,0,5.64,989.1263558,0,5.93,8318.97692,0.704
2478,73.0,19.0,0,5.26,99.08095375,0,5.81,833.31332,0.7
2479,70.0,196.0,0,5.13,885.0739766,0,6.14,7443.85178,0.696
2480,69.8,196.0,0,4.94,815.4355995,0,5.92,6858.163158,0.691
2481,69.5,22.0,0,4.72,685.0299083,0,5.92,5761.39536,0.684
2482,69.3,199.0,0,4.52,72.800168,0,6.22,527.92,0.678
2483,68.9,25.0,0,4.47,418.9206608,0,6.78,3595.8855,0.672
2484,68.3,214.0,0,4.55,4.23257668,0,6.88,36.48773,0.0
2485,68.0,223.0,0,4.53,32.3662077,0,6.62,263.1399,0.0
2486,67.9,221.0,0,4.41,250.7112373,0,7.14,2232.513244,0.0
2487,67.7,219.0,0,4.23,191.2135044,0,8.38,1598.77512,0.0
2488,67.4,224.0,0,4.29,268.1837972,0,9.65,1888.61829,0.0
2490,58.4,382.0,2,0.01,574.3895102,3,9.25,3464.35169,0.541
2491,57.6,393.0,2,0.01,708.9556648,3,9.66,3598.75972,0.539
2492,56.5,412.0,2,0.01,720.2333929,3,8.76,3851.51547,0.534
2493,55.0,438.0,2,5.2,735.7090978,3,8.61,3934.27325,0.526
2494,53.6,459.0,2,4.93,56.93670561,4,8.47,369.239336,0.523
2495,52.6,46.0,3,4.9,47.6164523,4,8.46,332.517125,0.519
2496,51.4,477.0,3,4.87,413.0063027,4,8.19,2842.438422,0.514
2497,50.0,51.0,3,5.55,43.3664999,4,7.5,347.48798,0.508
2498,47.8,564.0,3,5.53,437.0802438,4,6.81,2937.36723,0.502
2499,46.0,63.0,3,5.08,372.1651473,4,6.8,2873.862141,0.495
2500,45.6,69.0,3,5.78,37.43857664,4,5.88,2529.633557,0.492
2501,45.9,6.0,3,5.65,2.819124474,4,5.71,22.99449,0.493
2502,46.4,587.0,3,5.52,131.0421269,4,5.16,1324.996228,0.502
2503,47.1,568.0,3,6.72,143.6197316,4,5.11,1437.634951,0.506
2504,48.4,536.0,3,7.19,25.21683318,4,5.26,1637.4567,0.516
2545,73.8,121.0,8,0.83,17.98136184,9,3.72,258.3529,0.644
2546,73.7,123.0,8,0.97,122.6523334,10,3.78,1762.24617,0.636
2547,73.5,127.0,9,0.92,116.2585943,10,4.11,1577.457182,0.624
2548,73.2,131.0,9,0.93,10.21129783,10,4.48,148.852738,0.61
2549,73.0,134.0,9,1.29,94.75639211,11,5.12,1253.39143,0.599
2550,72.8,135.0,9,1.25,91.70356833,11,4.94,1263.13455,0.596
2551,72.7,135.0,10,1.29,93.50075111,11,4.92,1258.421953,0.589
2552,72.6,136.0,10,1.41,81.7274712,12,4.92,1177.629268,0.588
2554,69.6,162.0,10,0.01,7.829008596,11,6.88,114.45919,0.622
2555,69.3,163.0,10,0.01,1.0419164,11,6.75,14.214412,0.617
2556,68.8,164.0,10,0.01,71.50892145,12,6.39,954.725253,0.613
2557,68.1,166.0,10,0.32,51.9919227,12,5.98,834.5412953,0.608
2558,67.3,171.0,10,0.32,43.34099958,12,6.4,738.3475227,0.603
2559,66.7,174.0,10,0.3,35.71613793,12,5.93,666.3458569,0.601
2560,66.4,178.0,10,0.32,4.153362912,12,5.58,76.914128,0.592
2561,66.1,181.0,10,0.35,2.272404904,12,5.35,52.35956,0.586
2562,65.9,183.0,10,0.38,2.626234903,12,5.7,44.2872665,0.579
2563,65.5,194.0,10,0.37,19.83672308,12,5.89,337.359236,0.572
2564,65.9,177.0,11,0.38,2.093721752,13,5.7,39.281834,0.563
2565,65.2,182.0,11,0.36,13.25723997,14,4.46,236.314438,0.553
2566,64.3,193.0,12,0.6,10.68147485,15,4.48,189.3878519,0.543
2567,64.0,194.0,13,0.86,1.142003812,16,4.59,17.8159721,0.535
2568,63.7,198.0,14,0.37,8.943006492,17,4.64,138.436633,0.529
2570,74.6,152.0,8,6.41,789.0772949,10,4.12,5941.8471,0.737
2571,74.5,153.0,9,6.5,788.6873403,10,4.0,6171.262444,0.733
2572,74.3,154.0,9,6.56,801.0504655,11,4.17,5859.915622,0.729
2573,74.1,155.0,10,6.07,748.4451054,11,4.12,5491.159981,0.72
2574,73.9,158.0,10,5.95,71.6850913,12,3.81,575.32176,0.711
2575,73.7,16.0,11,5.88,547.2101411,12,4.11,4212.5492,0.706
2576,73.5,162.0,11,5.92,609.9511632,13,3.92,4378.68746,0.7
2577,73.3,165.0,12,6.2,520.7639087,14,3.56,3972.26475,0.687
2578,73.0,168.0,13,6.18,433.9210918,15,3.49,3368.952576,0.686
2579,72.5,177.0,13,6.26,321.1953005,15,3.55,2893.651356,0.682
2580,71.6,189.0,14,6.17,301.3597791,16,3.51,2659.83918,0.674
2581,71.7,189.0,15,6.14,282.8364612,18,3.58,2358.93629,0.666
2582,71.4,192.0,16,5.93,27.63810304,19,3.7,296.54617,0.657
2583,71.2,194.0,17,5.92,176.0625201,20,3.32,1893.145377,0.649
2584,71.1,194.0,18,5.88,0.27564826,21,3.4,27.564826,0.64
2602,68.0,155.0,2,0.01,28.14578503,2,1.48,1153.51578,0.612
2603,67.7,158.0,2,0.01,3.379874844,2,1.29,117.765674,0.62
2604,67.4,159.0,2,0.01,30.17998548,2,1.1,1117.77724,0.618
2605,67.2,161.0,2,0.5,2.726570602,3,0.76,114.56179,0.607
2606,66.9,163.0,2,0.1,38.58376645,3,0.92,849.8626972,0.599
2607,66.6,165.0,2,0.09,36.199487,3,1.2,757.3114436,0.599
2608,66.2,168.0,2,0.06,36.69198927,3,0.74,643.71911,0.566
2609,65.8,173.0,2,0.05,11.75766897,3,0.37,524.8959363,0.541
2610,64.9,186.0,2,0.04,28.12560496,3,0.65,441.53226,0.511
2611,63.7,26.0,3,0.36,7.127144699,3,1.5,478.331859,0.492
2612,62.3,229.0,3,0.38,8.415788935,3,1.31,467.5438297,0.484
2613,61.0,25.0,3,0.44,46.3913277,4,2.48,471.4565823,0.485
2614,62.0,261.0,3,0.48,5.649123424,4,3.89,48.61552,0.475
2615,59.4,269.0,3,0.5,6.556583478,4,3.75,56.4249869,0.47
2616,58.7,276.0,3,0.5,49.06967155,4,3.26,422.28633,0.0
2618,59.7,285.0,13,0.01,4.877350139,20,5.25,62.1318489,0.475
2619,59.4,287.0,14,0.01,48.73047089,20,5.12,579.43485,0.47
2620,58.9,294.0,14,0.01,41.60027954,21,5.11,563.6894247,0.464
2621,58.3,34.0,14,1.44,39.08258546,21,5.21,562.3393592,0.457
2622,57.4,323.0,14,1.21,41.96145465,21,5.37,487.9238913,0.449
2623,56.7,336.0,14,1.24,77.09551224,22,6.64,499.6468713,0.442
2624,56.2,344.0,14,1.33,69.35924758,22,5.73,513.391914,0.441
2625,55.9,344.0,14,1.37,0.675682939,22,5.55,42.764743,0.443
2626,55.7,345.0,15,1.37,6.226048785,22,5.56,377.33629,0.436
2627,55.0,357.0,15,1.14,36.62174288,22,5.17,372.1721837,0.435
2628,54.9,355.0,15,1.01,3.989928468,22,5.6,349.9937253,0.432
2629,54.7,355.0,15,1.02,2.995959823,22,5.0,31.437144,0.428
2630,54.7,351.0,15,1.0,1.995182912,22,4.7,28.832123,0.428
2631,54.6,345.0,14,0.95,2.048574874,22,4.29,26.6394652,0.426
2632,54.6,339.0,14,1.1,2.02964427,22,4.35,26.3932935,0.425
2634,73.3,135.0,0,0.01,565.9672173,0,5.18,4192.349758,0.716
2635,73.2,137.0,0,0.01,584.9449886,0,4.98,4266.557174,0.718
2636,73.0,138.0,0,0.01,63.80294988,0,4.51,451.542462,0.717
2637,72.9,14.0,0,0.96,7.033980828,0,4.6,445.18866,0.712
2638,72.8,142.0,0,1.24,471.8307668,0,4.59,3547.59975,0.707
2639,72.5,147.0,0,1.08,4.783805563,0,4.67,37.846563,0.703
2640,72.6,145.0,0,1.1,569.6255035,0,5.13,3392.64743,0.698
2641,72.5,146.0,0,2.05,568.8692813,0,5.82,2932.315883,0.698
2642,72.4,148.0,0,1.79,503.5881956,0,5.61,2892.522663,0.695
2643,72.3,15.0,0,1.57,689.9440223,0,6.52,2594.74999,0.694
2644,72.2,151.0,0,1.8,423.2953509,0,4.87,2284.37858,0.693
2645,72.0,153.0,0,1.79,45.85105771,0,5.9,229.714718,0.683
2646,71.9,155.0,0,1.51,310.8203382,0,5.3,1842.44421,0.679
2647,71.8,157.0,0,1.35,330.1007394,0,5.66,1837.977391,0.674
2648,71.6,158.0,0,1.24,40.49128897,0,4.75,263.27236,0.676
2650,71.1,171.0,0,6.94,1578.872339,0,5.93,19325.24283,0.778
2651,71.0,172.0,0,6.71,167.2657906,0,5.98,1967.83283,0.773
2652,78.0,174.0,0,6.7,1486.236406,0,5.78,19152.531,0.772
2653,76.0,176.0,0,6.5,144.9850711,0,5.6,1953.9767,0.774
2654,74.0,179.0,0,6.5,1389.772683,0,5.29,16683.94578,0.772
2655,71.0,183.0,0,6.37,128.0896289,0,6.47,1458.8796,0.773
2656,69.9,185.0,0,6.41,1902.693048,0,4.4,21188.11857,0.767
2657,69.7,187.0,0,6.37,136.8836683,0,4.82,1653.1844,0.76
2658,69.6,188.0,0,6.35,103.3710689,0,4.49,1495.96337,0.751
2659,69.5,189.0,0,6.12,1187.949491,0,5.31,12323.1275,0.745
2660,69.4,19.0,0,5.82,11.85100131,0,5.22,129.51914,0.736
2661,69.3,191.0,0,5.53,78.72216127,1,5.13,884.518666,0.729
2662,69.2,192.0,0,5.12,72.03911741,1,5.0,749.626612,0.721
2663,69.1,194.0,0,4.55,516.7112481,1,4.4,6935.721451,0.715
2664,69.1,197.0,0,4.68,43.59522964,1,4.17,643.947262,0.709
2666,75.1,12.0,3,1.39,604.8701316,3,7.0,4271.68172,0.722
2667,74.9,13.0,3,1.29,594.6453102,3,7.26,4199.47253,0.72
2668,74.9,13.0,3,1.3,585.8776761,3,7.18,4137.55421,0.717
2669,74.8,13.0,3,1.29,623.2120325,3,7.15,4256.91279,0.714
2670,74.8,12.0,3,1.28,64.85616718,3,6.54,414.15177,0.71
2671,74.7,12.0,3,1.4,585.6307861,3,6.18,4129.977335,0.706
2672,74.7,12.0,3,1.37,53.08451654,3,5.63,431.9326,0.701
2673,74.6,12.0,3,1.24,469.6282925,4,5.64,3778.184171,0.695
2674,74.4,12.0,3,1.46,420.1153538,4,5.64,3371.71231,0.689
2675,74.2,14.0,3,1.37,379.5139945,4,5.57,3194.562243,0.683
2676,74.0,15.0,3,1.36,379.7659054,4,5.63,3112.83529,0.673
2677,73.7,17.0,4,1.34,321.7694175,4,5.36,2761.969249,0.667
2678,73.5,19.0,4,1.17,262.8184944,5,5.32,2346.5937,0.662
2679,73.2,11.0,4,1.19,257.2878697,5,5.29,2254.933126,0.654
2680,72.9,112.0,4,1.21,264.7842196,5,5.4,2213.91488,0.646
2682,75.5,17.0,16,1.45,181.9083783,19,5.41,12127.22522,0.759
2683,75.2,19.0,17,1.41,188.1440348,20,5.38,12542.93565,0.754
2684,74.8,112.0,19,1.54,20.75120211,22,5.24,1172.3843,0.75
2685,74.5,114.0,20,1.53,1275.877569,23,5.29,11341.13395,0.737
2686,74.2,116.0,21,1.49,32.78235828,25,5.61,1672.5693,0.715
2687,73.9,118.0,23,1.4,106.9482898,27,6.8,936.499911,0.709
2688,73.5,121.0,25,1.39,22.67271848,29,6.7,185.68975,0.705
2689,73.2,124.0,26,1.26,115.5801103,31,6.4,979.49246,0.697
2690,72.8,126.0,28,1.29,103.523776,34,5.81,834.869161,0.687
2691,72.4,129.0,30,1.29,832.9552058,36,5.45,7384.354661,0.681
2692,72.0,132.0,33,1.35,1.132766775,39,5.37,64.72953,0.675
2693,71.6,135.0,35,1.42,459.1113061,43,5.34,4718.51291,0.668
2694,71.2,138.0,38,1.47,35.55729,46,5.36,366.57,0.658
2695,78.0,14.0,41,1.49,256.4341746,50,5.16,3119.63716,0.653
2696,74.0,143.0,44,1.54,421.2956602,54,4.95,4316.553895,0.641
2698,66.0,217.0,7,2.9,691.1333535,8,2.7,7962.365824,0.683
2699,65.4,228.0,7,2.93,63.7481117,8,2.12,734.42525,0.678
2700,65.6,22.0,7,2.75,579.4128244,8,1.96,6675.262954,0.672
2701,65.6,217.0,7,2.55,490.4181326,8,1.98,5649.978486,0.665
2702,65.8,211.0,7,2.48,385.325164,8,1.99,4439.23,0.0
2703,65.6,215.0,6,2.35,37.88466056,8,1.88,436.459223,0.0
2704,64.5,235.0,6,2.4,34.23979419,8,1.93,394.467675,0.0
2705,64.1,241.0,6,2.58,0.358651421,8,2.16,26.371428,0.0
2706,63.7,245.0,6,2.71,29.27235366,8,2.9,2136.66815,0.0
2707,63.3,248.0,6,2.85,2.19888585,8,3.51,174.51475,0.0
2708,63.5,238.0,6,2.86,186.1013972,8,4.3,1453.917166,0.0
2709,63.4,231.0,7,2.88,179.6156482,8,3.85,1283.885977,0.0
2710,63.3,229.0,7,2.33,130.3784829,8,3.34,967.917468,0.0
2711,64.0,221.0,7,2.35,106.180706,9,3.87,774.4763388,0.0
2712,63.8,224.0,7,2.9,88.2436347,9,3.94,643.17518,0.0
2713,,,0,0.01,78.28120317,0,16.61,3542.13589,
2715,61.5,38.0,68,0.01,14.16770158,97,7.22,719.172669,0.483
2716,67.0,325.0,71,0.01,90.76144414,103,7.47,662.492293,0.478
2717,60.0,339.0,73,0.01,92.88697859,109,7.58,647.74741,0.477
2718,59.3,347.0,76,10.22,94.49686776,114,9.9,584.3962137,0.477
2719,58.4,362.0,79,10.03,116.202964,119,11.2,594.9972557,0.473
2720,57.5,378.0,82,9.63,87.04534954,124,8.43,647.17732,0.464
2721,56.3,41.0,84,9.79,72.85023656,130,9.1,449.6928183,0.453
2722,55.5,41.0,88,9.65,6.002527685,137,9.76,41.858631,0.442
2723,54.9,41.0,93,9.81,50.83901418,145,9.86,336.4593923,0.434
2724,53.2,446.0,99,10.09,44.52614001,155,9.36,315.788227,0.429
2725,51.3,485.0,104,9.89,36.60609252,164,8.9,288.236949,0.427
2726,51.0,53.0,109,10.16,4.426792406,173,7.54,237.9995917,0.418
2727,48.8,523.0,112,10.42,2.690897842,181,7.78,24.2423229,0.404
2728,47.7,539.0,115,10.57,26.97625217,187,7.26,234.984775,0.396
2729,46.6,554.0,116,10.47,22.59447461,191,6.77,257.63369,0.382
2731,78.0,23.0,4,8.06,5.663849328,5,7.1,314.658296,0.746
2732,71.0,198.0,4,8.44,52.42529588,5,7.67,429.71554,0.744
2733,77.0,25.0,5,8.44,453.7830847,5,7.47,3855.42128,0.739
2734,75.0,24.0,5,8.48,415.1627705,5,6.98,3569.75727,0.734
2735,69.8,212.0,5,8.39,375.6835376,6,7.81,2965.142365,0.728
2736,69.2,231.0,5,8.71,324.5491348,6,7.8,2545.48341,0.734
2737,67.7,273.0,5,9.46,456.4586664,6,6.63,3891.37823,0.73
2738,67.5,277.0,5,8.86,46.19685449,6,6.36,368.68998,0.723
2739,67.7,267.0,5,7.99,29.38172706,6,6.39,233.18831,0.716
2740,67.0,278.0,5,7.31,217.4345257,6,6.41,1828.717626,0.707
2741,67.4,267.0,5,6.79,180.3537859,6,6.61,1367.352433,0.7
2742,67.6,256.0,6,5.92,21.22386354,6,6.93,148.522488,0.691
2743,67.6,256.0,6,4.89,115.738974,7,6.25,879.475486,0.683
